movie_title,title_year,duration,content_rating,gross,budget,country,director_name,actor_main,director_facebook_likes,actor_main_facebook_likes,cast_total_facebook_likes,movie_facebook_likes,num_voted_users,facenumber_in_poster,imdb_score,Financial_Success
Tombstone,1993,134,R,56505065,25000000,USA,George P. Cosmatos,Michael Biehn,300,2000,5000,11000,47620.5,0,7.8,1
Romeo Must Die,2000,115,R,55973336,25000000,USA,Andrzej Bartkowiak,Jet Li,300,5000,9082,10000,28520,1,6.1,1
Final Destination 3,2006,86,R,54098051,25000000,Germany,James Wong,Chelan Simmons,300,2000,5000,10000,51430.5,0,5.8,1
The Lucky One,2012,101,PG-13,60443237,25000000,USA,Scott Hicks,Blythe Danner,300,2000,5000,29000,38441,0,6.5,1
Bridge to Terabithia,2007,96,PG,82234139,17000000,USA,Gabor Csupo,Josh Hutcherson,300,14000,28071,6000,55195,3,7.2,1
Finding Neverland,2004,101,PG,51676606,25000000,USA,Marc Forster,Johnny Depp,395,40000,58823,10000,87295.5,1,7.8,1
A Madea Christmas,2013,100,PG-13,52528330,25000000,USA,Tyler Perry,Alicia Witt,300,2000,5000,10000,2132.5,0,4.7,1
The Grey,2011,117,R,51533608,25000000,USA,Joe Carnahan,Liam Neeson,300,14000,16606,32000,101555.5,1,6.8,1
Hide and Seek,2005,101,R,51097664,30000000,USA,John Polson,Robert De Niro,300,22000,23328,10000,35102.5,0,5.9,1
Anchorman: The Legend of Ron Burgundy,2004,98,PG-13,84136909,26000000,USA,Adam McKay,Darcy Donavan,300,640000,656730,10000,133960.5,5,7.2,1
Goodfellas,1990,146,R,46836394,25000000,USA,Martin Scorsese,Robert De Niro,17000,22000,24783,25000,364342.5,3,8.7,1
Agent Cody Banks,2003,102,PG,47285499,26000000,USA,Harald Zwart,Daniel Roebuck,300,2000,5000,542,13377.5,3,5,1
Nanny McPhee,2005,97,PG,47124400,25000000,USA,Kirk Jones,Colin Firth,300,14000,17278,10000,24838,0,6.6,1
Scarface,1983,142,R,44700000,25000000,USA,Brian De Palma,Al Pacino,300,14000,16464,19000,268721,0,8.3,1
Nothing to Lose,1997,98,R,44455658,25000000,USA,Steve Oedekerk,Kelly Preston,300,2000,5000,10000,18126.5,2,6.7,1
The Last Emperor,1987,219,PG-13,43984230,23000000,China,Bernardo Bertolucci,Cary-Hiroyuki Tagawa,973,2000,5000,10000,35137,0,7.8,1
Contraband,2012,109,R,66489425,25000000,USA,Baltasar Kormßkur,J.K. Simmons,300,24000,26625,10000,50988.5,3,6.5,1
Money Talks,1997,97,R,41067398,25000000,USA,Brett Ratner,Heather Locklear,420,2000,5000,666,11374,2,6.1,1
There Will Be Blood,2007,158,R,40218903,25000000,USA,Paul Thomas Anderson,Jim Meskimen,300,2000,5000,16000,186495,0,8.1,1
The Wild Thornberrys Movie,2002,85,PG,39880476,25000000,USA,Cathy Malkasian,Alfre Woodard,300,2000,5000,10000,6109,0,5.2,1
Rugrats Go Wild,2003,80,PG,39399750,25000000,USA,John Eng,Elizabeth Daily,300,2000,5000,10000,2837,0,5.6,1
Undercover Brother,2002,86,PG-13,38230435,25000000,USA,Malcolm D. Lee,Dave Chappelle,300,2000,5000,10000,14830.5,3,5.8,1
The Sisterhood of the Traveling Pants,2005,119,PG,39008741,25000000,USA,Ken Kwapis,Mike Vogel,300,2000,6862,10000,22419,0,6.6,1
Kiss of the Dragon,2001,98,R,36833473,25000000,France,Chris Nahon,Jet Li,300,5000,7945,10000,26563,1,6.6,1
The House Bunny,2008,97,PG-13,48237389,25000000,USA,Fred Wolf,Emma Stone,300,15000,18789,10000,31984.5,1,5.5,1
Million Dollar Arm,2014,124,PG,36447959,25000000,USA,Craig Gillespie,Jon Hamm,300,4000,6393,10000,17916.5,0,7,1
The Giver,2014,97,PG-13,45089048,25000000,South Africa,Phillip Noyce,Jeff Bridges,300,12000,36064,58000,43125.5,3,6.5,1
What a Girl Wants,2003,105,PG,35990505,20000000,USA,Dennie Gordon,Colin Firth,300,14000,16400,10000,24047.5,1,5.8,1
Jeepers Creepers II,2003,104,R,35143332,17000000,USA,Victor Salva,Nicki Aycox,300,2000,5000,10000,22551,0,5.6,1
Good Luck Chuck,2007,101,R,35000629,25000000,USA,Mark Helfrich,Dane Cook,300,2000,5000,10000,37311,1,5.6,1
Cradle 2 the Grave,2003,101,R,34604054,30000000,USA,Andrzej Bartkowiak,Jet Li,300,5000,6867,1000,17471,2,5.8,1
The Hours,2002,114,PG-13,41597830,25000000,USA,Stephen Daldry,Meryl Streep,335,11000,12624,10000,51061.5,3,7.6,1
She's the Man,2006,105,PG-13,33687630,20000000,USA,Andy Fickman,Channing Tatum,300,17000,20109,10000,58381,0,6.4,1
Mr. Bean's Holiday,2007,90,PG,32553210,25000000,UK,Steve Bendelack,Lily Atkinson,300,2000,5000,10000,44357,0,6.3,1
Anacondas: The Hunt for the Blood Orchid,2004,97,PG-13,31526393,25000000,USA,Dwight H. Little,Nicholas Gonzalez,300,2000,5000,686,11121.5,0,4.6,1
August Rush,2007,114,PG,31655091,30000000,USA,Kirsten Sheridan,Robin Williams,300,49000,50927,18000,43665.5,0,7.5,1
Elizabeth,1998,124,R,30012990,25000000,UK,Shekhar Kapur,Fanny Ardant,300,2000,5000,10000,37986.5,1,7.5,1
Bride of Chucky,1998,89,R,32368960,25000000,Canada,Ronny Yu,Alexis Arquette,300,2000,5000,10000,19884,0,5.3,1
Tora! Tora! Tora!,1970,160,G,14500000,25000000,Japan,Richard Fleischer,Joseph Cotten,100,1000,2500,2500,12509.5,0,7.5,0
Spice World,1997,93,PG,29247405,25000000,UK,Bob Spiers,Jason Flemyng,300,2000,5000,10000,14188.5,1,3.3,1
Dance Flick,2009,88,PG-13,25615792,25000000,USA,Damien Dante Wayans,Damon Wayans Jr.,100,1000,2500,164.25,5080.5,0,3.5,0
The Shawshank Redemption,1994,142,R,28341469,25000000,USA,Frank Darabont,Morgan Freeman,300,11000,13495,108000,844882,0,9.3,1
Crocodile Dundee in Los Angeles,2001,92,PG,25590119,21150000,Australia,Simon Wincer,Jere Burns,300,2000,5000,10000,9849.5,0,4.8,1
Kingpin,1996,117,PG-13,24944213,27000000,USA,Bobby Farrelly,Bill Murray,100,6500,8468.5,750,31729.5,2,6.9,0
The Gambler,2014,111,R,33631221,25000000,USA,Rupert Wyatt,George Kennedy,300,3000,5000,10000,24279.5,1,6,1
August: Osage County,2013,121,R,37738400,25000000,USA,John Wells,Benedict Cumberbatch,300,19000,39690,30000,33898.5,3,7.3,1
A Lot Like Love,2005,107,PG-13,21835784,30000000,USA,Nigel Cole,Aimee Garcia,100,1000,2500,2500,29148.5,3,6.6,0
Eddie the Eagle,2016,106,PG-13,15785632,23000000,UK,Dexter Fletcher,Hugh Jackman,252,10000,10597.5,3750,16253.5,3,7.5,0
He Got Game,1998,136,R,21554585,25000000,USA,Spike Lee,Denzel Washington,100,9000,18657.5,2500,18054,0,6.9,0
Don Juan DeMarco,1994,97,PG-13,22200000,25000000,USA,Jeremy Leven,Johnny Depp,100,20000,26061,2500,20655,3,6.8,0
The Losers,2010,97,PG-13,23527955,25000000,USA,Sylvain White,Chris Evans,100,5500,6420.5,2500,37345.5,1,6.4,0
Don't Be Afraid of the Dark,2010,99,R,24042490,25000000,USA,Troy Nixey,Bailee Madison,100,1500,2500,2500,20388,1,5.6,0
War,2007,103,R,22466994,25000000,USA,Philip G. Atwell,Jason Statham,100,13000,16782.5,2500,36336.5,0,6.3,0
Punch-Drunk Love,2002,95,R,17791031,25000000,USA,Paul Thomas Anderson,Adam Sandler,100,5500,5997,2500,54927.5,0,7.3,0
EuroTrip,2004,93,R,17718223,25000000,USA,Jeff Schaffer,Matt Damon,100,6500,7090,2500,81033.5,5,6.6,0
Half Past Dead,2002,98,PG-13,15361537,13000000,Germany,Don Michael Paul,Claudia Christian,300,2000,5000,564,6131.5,0,4.6,1
Unaccompanied Minors,2006,90,PG,16647384,26000000,USA,Paul Feig,Tyler James Williams,100,1000,2500,2500,4199,1,5.1,0
"Bright Lights, Big City",1988,107,R,16118077,25000000,USA,James Bridges,Dianne Wiest,100,1000,2500,2500,2908.5,0,5.6,0
The Adventures of Pinocchio,1996,90,G,15091542,25000000,UK,Steve Barron,Martin Landau,100,1000,2500,2500,2043,2,5.3,0
The Box,2009,115,PG-13,15045676,16000000,USA,Richard Kelly,Frank Langella,100,1000,2500,2500,38151.5,1,5.6,0
The Ruins,2008,93,R,17427926,8000000,USA,Carter Smith,Laura Ramsey,300,2000,5000,10000,30031,0,5.9,1
The Next Best Thing,2000,99,PG-13,14983572,25000000,USA,John Schlesinger,Mark Valley,100,1000,2500,2500,4680.5,1,4.7,0
My Soul to Take,2010,107,R,14637490,25000000,USA,Wes Craven,Frank Grillo,100,1000,2500,2500,8205.5,2,4.8,0
The Girl Next Door,2004,110,R,14589444,25000000,USA,Luke Greenfield,Chris Marquette,100,1000,2500,2500,85575.5,2,6.8,0
Maximum Risk,1996,101,R,14095303,25000000,USA,Ringo Lam,Natasha Henstridge,100,1000,2500,125.75,7907,1,5.4,0
Stealing Harvard,2002,85,PG-13,13973532,25000000,USA,Bruce McCulloch,Martin Starr,100,1000,2500,2500,5605.5,1,5.1,0
Legend,2015,132,R,1865774,30000000,UK,Brian Helgeland,Tom Hardy,100,13500,13829.5,10750,43841,2,7,0
Shark Night 3D,2011,90,PG-13,18860403,25000000,USA,David R. Ellis,Chris Zylka,100,1000,2500,2500,10411.5,0,4,0
Angela's Ashes,1999,145,R,13038660,25000000,USA,Alan Parker,Emily Watson,117,1000,2500,2500,8497.5,1,7.3,0
Draft Day,2014,110,R,28831145,25000000,USA,Ivan Reitman,Jennifer Garner,425,3000,5000,14000,19678.5,1,6.8,1
The Conspirator,2010,122,PG-13,11538204,25000000,USA,Robert Redford,Robin Wright,100,9000,10581.5,2500,11848,0,7,0
Lords of Dogtown,2005,107,PG-13,11008432,25000000,USA,Catherine Hardwicke,Heath Ledger,108,6500,8325.5,1250,21951.5,0,7.1,0
The 33,2015,127,PG-13,12188642,26000000,Chile,Patricia Riggen,Marco Trevi±o,100,1000,2500,2500,10549,7,6.9,0
Big Trouble in Little China,1986,99,PG-13,11100000,25000000,USA,John Carpenter,Victor Wong,100,1000,2500,4750,46232,1,7.3,0
Warrior,2011,140,PG-13,13651662,25000000,USA,Gavin O'Connor,Tom Hardy,100,13500,14846,19250,166138,1,8.2,0
Michael Collins,1996,133,R,11030963,28000000,UK,Neil Jordan,Alan Rickman,100,12500,24241,2500,12072.5,2,7.1,0
Gettysburg,1993,271,PG,10769960,25000000,USA,Ron Maxwell,Tom Berenger,100,1000,2500,2500,10970,0,7.7,0
Stop-Loss,2008,112,R,10911750,25000000,USA,Kimberly Peirce,Joseph Gordon-Levitt,100,11500,21780,245.5,8878.5,2,6.5,0
Abandon,2002,99,PG-13,10719367,25000000,USA,Stephen Gaghan,Charlie Hunnam,100,8000,14493.5,2500,3954.5,3,4.9,0
Brokedown Palace,1999,100,PG-13,10114315,25000000,USA,Jonathan Kaplan,John Doe,100,1000,2500,2500,9346.5,0,6.4,0
The Possession,2012,92,PG-13,49122319,14000000,USA,Ole Bornedal,Kyra Sedgwick,300,2000,5000,17000,23584.5,0,5.9,1
Mrs. Winterbourne,1996,105,PG-13,10070000,25000000,USA,Richard Benjamin,Brendan Fraser,100,1500,2511.5,2500,2834,3,6.2,0
Straw Dogs,2011,110,R,10324441,25000000,USA,Rod Lurie,Alexander Skarsgσrd,100,5000,5715.5,1750,13558.5,1,5.8,0
The Hoax,2006,116,R,7156933,25000000,USA,Lasse Hallstr÷m,Hope Davis,329,1000,2500,2500,7290.5,0,6.7,0
Stone Cold,1991,88,R,9286314,17000000,USA,Craig R. Baxley,Brian Bosworth,100,1000,2500,2500,2486,1,5.9,0
Underclassman,2005,95,PG-13,5654777,25000000,USA,Marcos Siega,Cheech Marin,100,1000,2500,2500,2437.5,3,4.1,0
Say It Isn't So,2001,95,R,5516708,25000000,USA,J.B. Rogers,Eddie Cibrian,100,1000,2500,2500,5687.5,2,4.9,0
The World's Fastest Indian,2005,127,PG-13,5128124,25000000,New Zealand,Roger Donaldson,Anthony Hopkins,100,6000,6287,2750,22099,1,7.9,0
Snakes on a Plane,2006,105,R,34014398,33000000,Germany,David R. Ellis,Lin Shaye,100,1000,2500,1000,57825,0,5.6,0
Tank Girl,1995,104,R,4064333,25000000,USA,Rachel Talalay,Naomi Watts,100,3000,4831,2500,12395,0,5.2,0
King's Ransom,2005,95,PG-13,4006906,15000000,USA,Jeffrey W. Byrd,Donald Faison,100,1000,2500,2500,1614.5,7,4.1,0
Blindness,2008,121,R,3073392,25000000,Canada,Fernando Meirelles,Don McKellar,153,1000,2500,2500,29731,0,6.6,0
BloodRayne,2005,92,R,1550000,25000000,USA,Uwe Boll,Meat Loaf,692,1000,2500,234.25,15314,2,2.9,0
Where the Truth Lies,2005,107,R,871527,25000000,Canada,Atom Egoyan,Colin Firth,260,7000,8045,126.75,7491,2,6.5,0
Without Limits,1998,117,PG-13,777423,25000000,USA,Robert Towne,Billy Burke,100,1000,2500,235.5,2920.5,0,7.2,0
Me and Orson Welles,2008,107,PG-13,1186957,25000000,UK,Richard Linklater,Zoe Kazan,100,1000,2500,2500,4632,3,6.8,0
Bad Lieutenant: Port of Call New Orleans,2009,122,R,1697956,20000000,USA,Werner Herzog,Nicolas Cage,100,6000,6904.5,1500,32472,2,6.7,0
Love Ranch,2010,117,R,134904,25000000,USA,Taylor Hackford,Scout Taylor-Compton,100,1000,2500,159,1197.5,9,5.7,0
The Counselor,2013,138,R,16969390,25000000,USA,Ridley Scott,Michael Fassbender,100,6500,13898.5,6000,40430.5,4,5.3,0
Dangerous Liaisons,1988,119,R,34700000,14000000,USA,Stephen Frears,Keanu Reeves,350,18000,35501,10000,26423,2,7.7,1
On the Road,2012,137,R,717753,25000000,France,Walter Salles,Kristen Stewart,100,8500,16873.5,6750,16553.5,4,6.1,0
Star Trek IV: The Voyage Home,1986,119,PG,109713132,25000000,USA,Leonard Nimoy,Leonard Nimoy,12000,12000,15449,10000,30810.5,5,7.3,1
Rocky Balboa,2006,139,PG,70269171,24000000,USA,Sylvester Stallone,Sylvester Stallone,13000,13000,15111,10000,81065,0,7.2,1
Point Break,2015,114,PG-13,28772222,105000000,USA,Ericson Core,Ray Winstone,100,1000,2500,9250,16979,1,5.3,0
Scream 2,1997,120,R,101334374,24000000,USA,Wes Craven,Omar Epps,300,2000,5000,10000,62470.5,5,6.1,1
Jane Got a Gun,2016,98,R,1512815,25000000,USA,Gavin O'Connor,Natalie Portman,100,10000,10707,2500,4442.5,0,5.8,0
Think Like a Man Too,2014,106,PG-13,65182182,24000000,USA,Tim Story,Romany Malco,300,2000,5000,3000,7655,8,5.7,1
The Whole Nine Yards,2000,98,R,57262492,24000000,USA,Jonathan Lynn,Bruce Willis,300,13000,17582,10000,45187,4,6.7,1
Footloose,1984,107,PG,80000000,8200000,USA,Herbert Ross,Dianne Wiest,300,2000,5000,10000,25729.5,0,6.5,1
Old School,2003,88,R,74608545,24000000,USA,Todd Phillips,Will Ferrell,480,8000,10325,10000,92629,4,7.2,1
The Fisher King,1991,137,R,41895491,24000000,USA,Terry Gilliam,Jeff Bridges,300,12000,12947,12000,31637,1,7.6,1
I Still Know What You Did Last Summer,1998,100,R,39989008,24000000,USA,Danny Cannon,Muse Watson,300,45000,49847,891,27699,2,4.6,1
Return to Me,2000,115,PG,32662299,24000000,USA,Bonnie Hunt,Minnie Driver,597,2000,5000,10000,8234.5,1,6.9,1
Zack and Miri Make a Porno,2008,101,R,31452765,24000000,USA,Kevin Smith,Gerry Bednob,300,2000,5000,10000,74917.5,7,6.6,1
Nurse Betty,2000,110,R,25167270,24000000,Germany,Neil LaBute,Morgan Freeman,100,5500,6127,2500,15059.5,4,6.3,0
The Men Who Stare at Goats,2009,94,R,32416109,25000000,USA,Grant Heslov,Kevin Spacey,300,18000,32474,15000,54810,0,6.2,1
"Girl, Interrupted",1999,127,R,28871190,24000000,USA,James Mangold,Angelina Jolie Pitt,446,11000,13433,10000,62710.5,0,7.3,1
Win a Date with Tad Hamilton!,2004,95,PG-13,16964743,24000000,USA,Robert Luketic,Topher Grace,100,1000,2500,219,11422,1,5.6,0
Muppets from Space,1999,87,G,16290976,24000000,USA,Tim Hill,Josh Charles,100,1000,2500,154.75,7318.5,0,6.2,0
The Wiz,1978,118,G,13000000,24000000,USA,Sidney Lumet,Lena Horne,100,1000,2500,2500,5447.5,0,5.2,0
Ready to Rumble,2000,107,PG-13,12372410,24000000,USA,Brian Robbins,Oliver Platt,100,1000,2500,162.5,5854.5,1,5.3,0
Play It to the Bone,1999,124,R,8427204,24000000,USA,Ron Shelton,Willie Garson,100,1000,2500,2500,5050,0,5.4,0
I Don't Know How She Does It,2011,89,PG-13,9639242,24000000,USA,Douglas McGrath,Olivia Munn,100,1000,2735,2500,8218.5,0,4.9,0
Piranha 3D,2010,88,R,25003072,24000000,USA,Alexandre Aja,Adam Scott,100,1500,2868.5,3250,36276,0,5.5,0
Beyond the Sea,2004,118,PG-13,6144806,23000000,USA,Kevin Spacey,Kevin Spacey,17800,9000,11844.5,2500,6410.5,1,6.7,0
The Princess and the Cobbler,1993,80,G,669276,28000000,UK,Richard Williams,Donald Pleasence,100,1000,2500,2500,1270.5,0,7.2,0
Faster,2010,98,R,23225911,24000000,USA,George Tillman Jr.,Dwayne Johnson,100,6000,7349.5,3000,40287,1,6.5,0
Howl's Moving Castle,2004,119,PG,4710455,24000000,Japan,Hayao Miyazaki,Christian Bale,5800,11500,12131.5,3250,107045.5,0,8.2,0
Zombieland,2009,88,R,75590286,23600000,USA,Ruben Fleischer,Emma Stone,300,15000,28011,26000,193108.5,4,7.7,1
King Kong,2005,201,PG-13,218051260,207000000,New Zealand,Peter Jackson,Naomi Watts,300,6000,7122,10000,158010,0,7.2,1
The Waterboy,1998,90,PG-13,161487252,20000000,USA,Frank Coraci,Adam Sandler,300,11000,13823,10000,59725,0,6.1,1
Star Wars: Episode V - The Empire Strikes Back,1980,127,PG,290158751,18000000,USA,Irvin Kershner,Harrison Ford,883,11000,12643,17000,418879.5,0,8.8,1
Bad Boys,1995,119,R,65807024,19000000,USA,Michael Bay,Will Smith,300,10000,11013,10000,86202.5,0,6.8,1
The Naked Gun 2╜: The Smell of Fear,1991,85,PG-13,86930411,23000000,USA,David Zucker,George Kennedy,300,3000,5000,10000,41634.5,6,6.8,1
Final Destination,2000,98,R,53302314,23000000,USA,James Wong,Daniel Roebuck,300,2000,5000,10000,90529,1,6.7,1
The Ides of March,2011,101,R,40962534,12500000,USA,George Clooney,Ryan Gosling,300,33000,57077,22000,94326,1,7.1,1
Pitch Black,2000,112,R,39235088,23000000,USA,David Twohy,Vin Diesel,300,14000,16196,5000,96981,0,7.1,1
Someone Like You...,2001,97,PG-13,27338033,23000000,USA,Tony Goldwyn,Hugh Jackman,956,20000,20798,10000,9854.5,3,6.1,1
Her,2013,126,R,25556065,23000000,USA,Spike Jonze,Scarlett Johansson,300,19000,19359,148000,177563,1,8,1
Eddie the Eagle,2016,106,PG-13,15785632,23000000,UK,Dexter Fletcher,Hugh Jackman,252,10000,10597.5,3750,16256.5,3,7.5,0
Joy Ride,2001,97,R,21973182,23000000,USA,John Dahl,Paul Walker,100,11500,11621,2500,26707.5,2,6.6,0
Anywhere But Here,1999,114,PG-13,18653615,23000000,USA,Wayne Wang,Natalie Portman,100,10000,11020,159.5,7393,2,6.1,0
Chasing Liberty,2004,101,PG-13,12189514,23000000,USA,Andy Cadiff,Annabella Sciorra,100,1000,2500,2500,15046,0,6.1,0
The Crew,2000,88,PG-13,13019253,23000000,USA,Michael Dinner,Seymour Cassel,100,1000,2500,2500,1957,4,5.6,0
Haywire,2011,93,R,18934858,23000000,Ireland,Steven Soderbergh,Channing Tatum,100,8500,15593.5,2500,36323,5,5.8,0
Jaws: The Revenge,1987,92,PG-13,20763013,23000000,USA,Joseph Sargent,Judith Barsi,100,1000,2500,2500,15420,0,2.8,0
Marvin's Room,1996,98,PG-13,12782508,23000000,USA,Jerry Zaks,Leonardo DiCaprio,100,14500,31597,250,10081.5,2,6.7,0
The Longshots,2008,94,PG,11508423,23000000,USA,Fred Durst,Tasha Smith,100,1000,2500,2500,1587,2,5.1,0
The End of the Affair,1999,102,R,10660147,23000000,UK,Neil Jordan,Stephen Rea,100,1000,2500,2500,8870,0,7.2,0
Harley Davidson and the Marlboro Man,1991,98,R,7434726,23000000,USA,Simon Wincer,Vanessa Williams,100,1000,2500,2500,7236.5,2,6,0
Coco Before Chanel,2009,111,PG-13,6109075,19430000,France,Anne Fontaine,Alessandro Nivola,100,1000,2500,2500,16001.5,1,6.7,0
ChΘri,2009,100,R,2708188,23000000,UK,Stephen Frears,Tom Burke,150,1000,2500,2500,4462,1,6.2,0
Vanity Fair,2004,141,PG-13,16123851,23000000,USA,Mira Nair,Romola Garai,100,1000,2500,191.75,8686.5,2,6.2,0
1408,2007,114,PG-13,71975611,25000000,USA,Mikael Hσfstr÷m,Drew Powell,300,2000,5000,11000,104698,0,6.8,1
Spaceballs,1987,96,PG,38119483,22700000,USA,Mel Brooks,Joan Rivers,300,2000,5000,13000,68333.5,2,7.1,1
The Water Diviner,2014,111,R,4190530,22500000,Australia,Russell Crowe,Cem Yilmaz,100,1000,2500,4500,26670.5,0,7.1,0
Ghost,1990,127,PG-13,217631306,22000000,USA,Jerry Zucker,Demi Moore,300,2000,5000,10000,77099.5,0,7,1
There's Something About Mary,1998,107,R,176483808,23000000,USA,Bobby Farrelly,Sarah Silverman,300,2000,5000,10000,123644.5,1,7.1,1
The Santa Clause,1994,97,PG,144833357,22000000,USA,John Pasquin,Judge Reinhold,300,2000,5000,10000,32371,0,6.4,1
The Rookie,2002,127,G,75597042,20000000,USA,John Lee Hancock,Dennis Quaid,300,2000,6657,10000,13217,0,7,1
The Game Plan,2007,110,PG,90636983,22000000,USA,Andy Fickman,Dwayne Johnson,300,12000,15170,10000,22010.5,0,6.2,1
The Bridges of Madison County,1995,135,PG-13,70960517,35000000,USA,Clint Eastwood,Clint Eastwood,16000,16000,27237,10000,27315.5,0,7.5,1
The Animal,2001,84,PG-13,55762229,22000000,USA,Luke Greenfield,Louis Lombardi,300,2000,5000,1000,23691.5,1,4.8,1
The Hundred-Foot Journey,2014,122,PG,54235441,22000000,USA,Lasse Hallstr÷m,Manish Dayal,529,2000,5000,55000,26447,3,7.3,1
The Net,1995,114,PG-13,50728000,22000000,USA,Irwin Winkler,Ken Howard,300,2000,5000,10000,24454.5,0,5.8,1
I Am Sam,2001,132,PG-13,40270895,22000000,USA,Jessie Nelson,Dianne Wiest,300,2000,5000,15000,60968.5,0,7.6,1
Son of God,2014,170,PG-13,59696176,22000000,USA,Christopher Spencer,Roma Downey,300,2000,5000,15000,7724,1,5.6,1
Underworld,2003,133,R,51483949,22000000,UK,Len Wiseman,Sophia Myles,300,2000,5000,10000,104046,0,7,1
Derailed,2005,112,R,36020063,22000000,USA,Mikael Hσfstr÷m,Denis O'Hare,300,2000,5000,10000,31292,2,6.6,1
The Informant!,2009,108,R,33313582,21000000,USA,Steven Soderbergh,Matt Damon,300,13000,16031,10000,26444,1,6.5,1
Shadowlands,1993,115,PG,25842000,22000000,UK,Richard Attenborough,Anthony Hopkins,300,12000,13619,2000,6727.5,0,7.4,1
Deuce Bigalow: European Gigolo,2005,83,R,22264487,22000000,USA,Mike Bigelow,Carlos Ponce,100,1000,2500,221.75,20619.5,0,4.6,0
Delivery Man,2013,105,PG-13,30659817,26000000,USA,Ken Scott,Jack Reynor,300,2000,5000,10000,29902.5,10,6.4,1
Victor Frankenstein,2015,110,PG-13,5773519,40000000,USA,Paul McGuigan,Daniel Radcliffe,100,5500,6438,2750,14310.5,2,6,0
Saving Silverman,2001,96,PG-13,19351569,22000000,USA,Dennis Dugan,Amanda Detmer,100,1000,2500,184.75,16643.5,1,5.9,0
Diary of a Wimpy Kid: Dog Days,2012,94,PG,49002815,22000000,USA,David Bowers,Zachary Gordon,300,2000,5000,10000,7832.5,2,6.4,1
Summer of Sam,1999,142,R,19283782,22000000,USA,Spike Lee,Mira Sorvino,100,1000,2693,2500,15613.5,0,6.6,0
Jay and Silent Bob Strike Back,2001,104,R,30059386,22000000,USA,Kevin Smith,Will Ferrell,300,8000,11632,10000,64296.5,5,6.9,1
The Island,2005,136,PG-13,35799026,126000000,USA,Michael Bay,Scarlett Johansson,100,9500,17419,2500,131668,1,6.9,0
The Glass House,2001,106,PG-13,17951431,30000000,USA,Daniel Sackheim,Chris Noth,100,1000,2500,201,12731,1,5.8,0
"Hail, Caesar!",2016,106,PG-13,29997095,22000000,UK,Ethan Coen,Scarlett Johansson,1000,19000,38494,23000,30463,5,6.4,1
Josie and the Pussycats,2001,98,PG-13,14252830,22000000,Canada,Harry Elfont,Rosario Dawson,100,1500,2500,2500,9450,0,5.3,0
Homefront,2013,100,R,19783777,22000000,USA,Gary Fleder,Jason Statham,100,13000,19994.5,3750,41402,1,6.5,0
The Little Vampire,2000,95,PG,13555988,22000000,Germany,Uli Edel,Richard E. Grant,100,1000,2500,2500,3621,1,5.7,0
I Heart Huckabees,2004,107,R,12784713,22000000,USA,David O. Russell,Naomi Watts,537,3000,4047,2500,28406.5,11,6.7,0
RoboCop 3,1993,104,PG-13,10696210,23500000,USA,Fred Dekker,CCH Pounder,100,1000,2500,179,17509,0,3.9,0
Megiddo: The Omega Code 2,2001,104,PG-13,5974653,22000000,USA,Brian Trenchard-Smith,Michael Biehn,100,1000,2500,2500,1126.5,0,4.1,0
Darling Lili,1970,143,G,5000000,25000000,USA,Blake Edwards,Rock Hudson,488,1000,2500,2500,773.5,2,6.2,0
Dudley Do-Right,1999,77,PG,9694105,22000000,USA,Hugh Wilson,Brendan Fraser,100,1500,2784,2500,4088,0,3.8,0
The Transporter Refueled,2015,96,PG-13,16027866,25000000,France,Camille Delamarre,Ed Skrein,100,1000,2500,2500,13383.5,0,5.1,0
Black Book,2006,145,R,4398392,21000000,Netherlands,Paul Verhoeven,Michiel Huisman,519,1000,2500,2500,29753.5,1,7.8,0
Joyeux Noel,2005,116,PG-13,1050445,22000000,France,Christian Carion,Gary Lewis,100,1000,2500,2750,10697,0,7.8,0
Hit and Run,2012,100,R,13746550,2000000,USA,David Palmer,Bradley Cooper,300,14000,15922,10000,14661,5,6.1,1
Mad Money,2008,104,PG-13,20668843,22000000,USA,Callie Khouri,Stephen Root,100,1000,2500,171.75,8415.5,3,5.8,0
Before I Go to Sleep,2014,92,R,2963012,22000000,UK,Rowan Joffe,Colin Firth,100,7000,7308.5,2750,24436.5,1,6.3,0
Stone,2010,105,R,1796024,22000000,USA,John Curran,Robert De Niro,100,11000,18883,2500,17492.5,1,5.4,0
MoliΦre,2007,120,PG-13,634277,16000000,France,Laurent Tirard,Romain Duris,100,1000,2500,203.75,2583,1,7.3,0
Out of the Furnace,2013,116,R,11326836,22000000,USA,Scott Cooper,Christian Bale,100,11500,12067,4250,41585.5,0,6.8,0
Michael Clayton,2007,119,R,49024969,25000000,USA,Tony Gilroy,Tom Wilkinson,300,2000,5000,10000,66683.5,0,7.3,1
My Fellow Americans,1996,101,PG-13,22294341,21500000,USA,Peter Segal,Wilford Brimley,100,1000,2500,189.5,6139,3,6.5,0
Arlington Road,1999,117,R,24362501,21500000,USA,Mark Pellington,Jeff Bridges,300,12000,13576,10000,34990,1,7.2,1
To Rome with Love,2012,112,R,16684352,17000000,USA,Woody Allen,Ornella Muti,10800,1000,2500,4500,33946.5,0,6.3,0
Firefox,1982,136,PG,46700000,21000000,USA,Clint Eastwood,Clint Eastwood,16000,16000,16805,10000,9916,1,5.9,1
